<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.03.03	06:00:00	1.34254	1.34306	1.34045	1.34083	9913	7959634000	9
2016.03.03	09:00:00	1.34081	1.34501	1.34081	1.34325	19779	20915684000	0
2016.03.03	12:00:00	1.34326	1.34461	1.34136	1.34180	18268	19372156000	9
2016.03.03	15:00:00	1.34179	1.34727	1.33736	1.33786	30186	30032964000	9
2016.03.03	18:00:00	1.33786	1.34174	1.33709	1.33797	27181	26453817000	9
2016.03.03	21:00:00	1.33796	1.34104	1.33791	1.34021	18727	18552846000	9
2016.03.04	00:00:00	1.34032	1.34298	1.33979	1.34164	9921	7161996000	9
2016.03.04	03:00:00	1.34166	1.34250	1.34079	1.34206	9737	10037900000	9
2016.03.04	06:00:00	1.34205	1.34223	1.34101	1.34162	10110	8786650000	9
2016.03.04	09:00:00	1.34162	1.34483	1.34139	1.34483	14878	16357714000	9
2016.03.04	12:00:00	1.34483	1.34522	1.34172	1.34284	16008	20676579000	9
2016.03.04	15:00:00	1.34284	1.34707	1.33606	1.33612	38290	36318745000	9
2016.03.04	18:00:00	1.33611	1.33732	1.33164	1.33182	23271	24456853000	9
2016.03.04	21:00:00	1.33185	1.33348	1.33110	1.33120	17485	17765978000	9
2016.03.07	00:00:00	1.33315	1.33453	1.33197	1.33325	10634	8913167000	0
2016.03.07	03:00:00	1.33324	1.33499	1.33284	1.33441	9587	9789049000	9
2016.03.07	06:00:00	1.33441	1.33498	1.33371	1.33498	6069	5887650000	9
2016.03.07	09:00:00	1.33495	1.33621	1.33336	1.33596	17205	16836567000	9
2016.03.07	12:00:00	1.33596	1.33698	1.33500	1.33621	15802	16770725000	9
2016.03.07	15:00:00	1.33621	1.33769	1.32895	1.32950	25211	25194797000	9
2016.03.07	18:00:00	1.32950	1.33196	1.32610	1.32904	25834	25556896000	9
2016.03.07	21:00:00	1.32904	1.32921	1.32728	1.32809	18694	18863250000	9
2016.03.08	00:00:00	1.32808	1.32990	1.32758	1.32981	9905	7689350000	0
2016.03.08	03:00:00	1.32979	1.33360	1.32908	1.33248	13208	11548048000	9
2016.03.08	06:00:00	1.33251	1.33379	1.33194	1.33294	7866	8739098000	9
2016.03.08	09:00:00	1.33294	1.33487	1.33130	1.33447	14584	17069379000	9
2016.03.08	12:00:00	1.33446	1.33583	1.33142	1.33238	14993	16202416000	9
2016.03.08	15:00:00	1.33238	1.34112	1.33093	1.34080	29512	30002084000	9
2016.03.08	18:00:00	1.34080	1.34090	1.33690	1.33893	23220	24968504000	9
2016.03.08	21:00:00	1.33895	1.34247	1.33877	1.34079	20344	22184988000	9
2016.03.09	00:00:00	1.34080	1.34262	1.33992	1.34232	7311	5241645000	0
2016.03.09	03:00:00	1.34234	1.34459	1.34211	1.34435	7741	7561295000	9
2016.03.09	06:00:00	1.34435	1.34459	1.34229	1.34249	5861	4327395000	9
2016.03.09	09:00:00	1.34249	1.34346	1.33846	1.33976	17046	18372817000	9
2016.03.09	12:00:00	1.33975	1.34078	1.33781	1.34007	16990	18308722000	9
2016.03.09	15:00:00	1.34009	1.34295	1.32846	1.33000	32294	29645147000	9
2016.03.09	18:00:00	1.33000	1.33021	1.32277	1.32465	28739	27925146000	9
2016.03.09	21:00:00	1.32465	1.32623	1.32404	1.32462	23693	23479516000	9
2016.03.10	00:00:00	1.32464	1.32689	1.32367	1.32663	9954	7390037000	0
2016.03.10	03:00:00	1.32663	1.32805	1.32597	1.32798	9607	6559396000	9
2016.03.10	06:00:00	1.32792	1.32829	1.32585	1.32631	7582	6512550000	9
2016.03.10	09:00:00	1.32631	1.32799	1.32428	1.32734	15720	14154423000	9
2016.03.10	12:00:00	1.32742	1.32884	1.32410	1.32854	18220	17309948000	9
2016.03.10	15:00:00	1.32853	1.33276	1.32316	1.33276	38276	33517208000	9
2016.03.10	18:00:00	1.33277	1.33973	1.33257	1.33473	29947	24017670000	9
2016.03.10	21:00:00	1.33477	1.33641	1.33254	1.33434	22290	19143711000	9
2016.03.11	00:00:00	1.33405	1.33575	1.33220	1.33272	5897	6234400000	0
2016.03.11	03:00:00	1.33272	1.33313	1.32878	1.32880	8934	6622119000	9
2016.03.11	06:00:00	1.32880	1.32917	1.32541	1.32606	8824	5769197000	9
2016.03.11	09:00:00	1.32606	1.32779	1.32347	1.32367	16028	15236703000	9
2016.03.11	12:00:00	1.32367	1.32689	1.32321	1.32579	13408	11830084000	9
2016.03.11	15:00:00	1.32579	1.33136	1.31670	1.32404	28357	23628615000	9
2016.03.11	18:00:00	1.32404	1.32460	1.31873	1.32270	24246	20070435000	9
2016.03.11	21:00:00	1.32270	1.32385	1.32090	1.32130	17456	15736708000	9
2016.03.14	00:00:00	1.32275	1.32462	1.32198	1.32206	14173	13392337000	0
2016.03.14	03:00:00	1.32205	1.32267	1.32103	1.32222	5946	4746200000	9
2016.03.14	06:00:00	1.32223	1.32562	1.32117	1.32542	6925	4199379000	9
2016.03.14	09:00:00	1.32544	1.32784	1.32367	1.32369	15677	16593720000	9
2016.03.14	12:00:00	1.32369	1.32577	1.32176	1.32494	18395	20481676000	9
2016.03.14	15:00:00	1.32495	1.33078	1.32431	1.32914	30135	29729556000	9
2016.03.14	18:00:00	1.32912	1.32915	1.32586	1.32594	17903	17362895000	9
2016.03.14	21:00:00	1.32595	1.32703	1.32539	1.32659	10274	12298085000	0
2016.03.15	00:00:00	1.32660	1.32876	1.32616	1.32875	7742	4102900000	9
2016.03.15	03:00:00	1.32874	1.33071	1.32857	1.32927	6602	4963250000	9
2016.03.15	06:00:00	1.32927	1.33057	1.32890	1.32967	6756	4198150000	9
2016.03.15	09:00:00	1.32967	1.33987	1.32906	1.33943	16881	20057886000	9
2016.03.15	12:00:00	1.33942	1.33996	1.33547	1.33547	17867	18211929000	9
2016.03.15	15:00:00	1.33546	1.34017	1.33377	1.33566	32860	33655552000	9
2016.03.15	18:00:00	1.33565	1.33767	1.33472	1.33503	23542	25106978000	9
2016.03.15	21:00:00	1.33502	1.33628	1.33478	1.33499	12842	14162222000	0
2016.03.16	00:00:00	1.33499	1.33576	1.33472	1.33544	7894	6658500000	9
2016.03.16	03:00:00	1.33541	1.33747	1.33524	1.33596	7750	8176635000	9
2016.03.16	06:00:00	1.33591	1.33675	1.33531	1.33558	6415	5334600000	9
2016.03.16	09:00:00	1.33559	1.33848	1.33489	1.33672	15627	15987396000	9
2016.03.16	12:00:00	1.33672	1.34051	1.33542	1.33732	18311	20209053000	9
2016.03.16	15:00:00	1.33732	1.33780	1.33384	1.33639	29892	29313030000	9
2016.03.16	18:00:00	1.33639	1.33650	1.31125	1.31569	30494	27434399000	9
2016.03.16	21:00:00	1.31569	1.31581	1.30912	1.31165	19961	17390174000	0
2016.03.17	00:00:00	1.31165	1.31321	1.30938	1.30947	10174	8757706000	9
2016.03.17	03:00:00	1.30951	1.31077	1.30703	1.30901	9216	7431144000	9
2016.03.17	06:00:00	1.30899	1.31090	1.30808	1.30818	8186	5898610000	9
2016.03.17	09:00:00	1.30820	1.30835	1.29448	1.29982	21735	15707090000	9
2016.03.17	12:00:00	1.29987	1.30414	1.29770	1.30153	22865	20449102000	9
2016.03.17	15:00:00	1.30153	1.30459	1.29775	1.29810	34240	30998462000	9
2016.03.17	18:00:00	1.29808	1.30141	1.29754	1.29921	26511	27004342000	9
2016.03.17	21:00:00	1.29920	1.29958	1.29742	1.29840	14603	14093013000	9
2016.03.18	00:00:00	1.29840	1.30008	1.29751	1.29933	12184	10303440000	9
2016.03.18	03:00:00	1.29929	1.29930	1.29667	1.29846	12484	10452099000	9
2016.03.18	06:00:00	1.29846	1.29953	1.29796	1.29934	7665	8375993000	9
2016.03.18	09:00:00	1.29931	1.30328	1.29889	1.30174	22032	21614904000	9
2016.03.18	12:00:00	1.30169	1.30189	1.29228	1.29407	22510	19845878000	9
2016.03.18	15:00:00	1.29406	1.29997	1.29402	1.29833	31268	29223398000	9
2016.03.18	18:00:00	1.29827	1.30425	1.29707	1.30298	20247	18139679000	9
2016.03.18	21:00:00	1.30296	1.30416	1.29956	1.30029	12296	11656609000	9
2016.03.21	00:00:00	1.30249	1.30656	1.30188	1.30548	16061	10179774000	0
2016.03.21	03:00:00	1.30547	1.30699	1.30424	1.30549	9897	8559700000	9
2016.03.21	06:00:00	1.30544	1.30709	1.30474	1.30599	8865	8812370000	9
2016.03.21	09:00:00	1.30598	1.30918	1.30340	1.30414	18593	18803538000	9
2016.03.21	12:00:00	1.30414	1.30825	1.30209	1.30566	18134	17792328000	9
2016.03.21	15:00:00	1.30564	1.30878	1.30335	1.30657	32431	29925509000	9
2016.03.21	18:00:00	1.30657	1.30812	1.30552	1.30656	20448	20409518000	9
2016.03.21	21:00:00	1.30655	1.31018	1.30639	1.30988	9608	8303397000	0
2016.03.22	00:00:00	1.30988	1.30988	1.30783	1.30796	8570	8058300000	9
2016.03.22	03:00:00	1.30790	1.30858	1.30667	1.30721	8336	7752750000	9
2016.03.22	06:00:00	1.30724	1.30744	1.30532	1.30597	9174	8909194000	9
2016.03.22	09:00:00	1.30598	1.31382	1.30586	1.30683	21993	22512606000	9
2016.03.22	12:00:00	1.30682	1.31034	1.30619	1.30841	20352	18075501000	9
2016.03.22	15:00:00	1.30841	1.31064	1.30311	1.30510	34863	31561994000	9
2016.03.22	18:00:00	1.30513	1.30663	1.30401	1.30439	21078	21085352000	9
2016.03.22	21:00:00	1.30439	1.30574	1.30278	1.30435	11265	10890592000	0
2016.03.23	00:00:00	1.30439	1.30555	1.30377	1.30399	7458	4436599000	9
2016.03.23	03:00:00	1.30399	1.30775	1.30380	1.30708	7637	7021210000	9
2016.03.23	06:00:00	1.30707	1.30935	1.30672	1.30870	6890	6982990000	9
2016.03.23	09:00:00	1.30868	1.31081	1.30599	1.30764	14449	12559042000	9
2016.03.23	12:00:00	1.30765	1.31174	1.30464	1.31171	17581	15937583000	9
2016.03.23	15:00:00	1.31171	1.32162	1.31155	1.32015	31777	23643263000	0
2016.03.23	18:00:00	1.32014	1.32134	1.31848	1.32094	22878	23566526000	0
2016.03.23	21:00:00	1.32092	1.32190	1.31927	1.32042	11598	12986575000	0
2016.03.24	00:00:00	1.32042	1.32320	1.32027	1.32292	10209	10433308000	9
2016.03.24	03:00:00	1.32291	1.32438	1.32180	1.32272	8296	8765977000	9
2016.03.24	06:00:00	1.32273	1.32448	1.32218	1.32448	7440	7956748000	9
2016.03.24	09:00:00	1.32448	1.32764	1.32397	1.32547	19475	18733498000	9
2016.03.24	12:00:00	1.32549	1.32720	1.32285	1.32620	20464	18698735000	9
2016.03.24	15:00:00	1.32622	1.32957	1.32606	1.32713	32784	32349172000	9
2016.03.24	18:00:00	1.32720	1.32750	1.32377	1.32465	19517	21629109000	9
2016.03.24	21:00:00	1.32465	1.32503	1.32359	1.32415	8425	7817683000	0
2016.03.25	00:00:00	1.32415	1.32535	1.32305	1.32437	4489	2902643000	9
2016.03.25	03:00:00	1.32437	1.32619	1.32361	1.32563	4606	3625431000	9
2016.03.25	06:00:00	1.32563	1.32597	1.32371	1.32454	4396	3729141000	9
2016.03.25	09:00:00	1.32457	1.32475	1.32247	1.32259	4219	3417527000	9
2016.03.25	12:00:00	1.32259	1.32470	1.32249	1.32341	4223	4479930000	9
2016.03.25	15:00:00	1.32337	1.32698	1.32313	1.32649	18754	22011594000	9
2016.03.25	18:00:00	1.32648	1.32841	1.32606	1.32772	5694	6654623000	9
2016.03.25	21:00:00	1.32769	1.32804	1.32560	1.32601	7434	6384119000	11
2016.03.28	00:00:00	1.32679	1.32845	1.32656	1.32732	4286	3537919000	0
2016.03.28	03:00:00	1.32731	1.32843	1.32578	1.32712	8837	7241493000	9
2016.03.28	06:00:00	1.32713	1.32717	1.32407	1.32472	5459	6735550000	9
2016.03.28	09:00:00	1.32474	1.32481	1.32279	1.32395	6107	6547354000	9
2016.03.28	12:00:00	1.32396	1.32501	1.32309	1.32477	5299	6449693000	9
2016.03.28	15:00:00	1.32479	1.32479	1.31818	1.31913	24113	30356929000	9
2016.03.28	18:00:00	1.31913	1.31983	1.31785	1.31889	18370	20915298000	9
2016.03.28	21:00:00	1.31888	1.31891	1.31667	1.31862	22307	30040608000	9
2016.03.29	00:00:00	1.31835	1.31871	1.31747	1.31762	5374	2996736000	9
2016.03.29	03:00:00	1.31766	1.31976	1.31761	1.31933	9876	10442750000	9
2016.03.29	06:00:00	1.31934	1.32046	1.31853	1.32021	8329	9505137000	9
2016.03.29	09:00:00	1.32022	1.32153	1.31973	1.32001	17193	17911820000	9
2016.03.29	12:00:00	1.31999	1.32034	1.31536	1.31596	20770	21670618000	9
2016.03.29	15:00:00	1.31597	1.32094	1.31304	1.31620	31033	34250991000	9
2016.03.29	18:00:00	1.31619	1.31800	1.30736	1.30844	32048	29729439000	9
2016.03.29	21:00:00	1.30844	1.30997	1.30502	1.30711	19938	18587648000	9
2016.03.30	00:00:00	1.30675	1.30783	1.30553	1.30635	10499	9462689000	0
2016.03.30	03:00:00	1.30632	1.30754	1.30497	1.30684	13882	14593320000	9
2016.03.30	06:00:00	1.30685	1.30804	1.30682	1.30710	12341	14410865000	9
2016.03.30	09:00:00	1.30715	1.30715	1.30039	1.30425	27326	26885709000	9
2016.03.30	12:00:00	1.30425	1.30484	1.30138	1.30188	18063	20610456000	9
2016.03.30	15:00:00	1.30188	1.30292	1.29117	1.29390	36236	36367083000	9
2016.03.30	18:00:00	1.29390	1.29983	1.29356	1.29757	33546	29824529000	9
2016.03.30	21:00:00	1.29760	1.29766	1.29454	1.29641	23950	24554872000	9
2016.03.31	00:00:00	1.29638	1.29769	1.29495	1.29768	6677	6189055000	0
2016.03.31	03:00:00	1.29767	1.30004	1.29664	1.29973	11820	10463772000	9
2016.03.31	06:00:00	1.29969	1.30104	1.29902	1.29922	13280	9903073000	9
2016.03.31	09:00:00	1.29918	1.30094	1.29543	1.29560	21298	20914678000	9
2016.03.31	12:00:00	1.29562	1.29701	1.29238	1.29391	20687	20194078000	9
2016.03.31	15:00:00	1.29391	1.29536	1.28571	1.29304	37426	42865125000	9
2016.03.31	18:00:00	1.29305	1.30088	1.29285	1.29919	29533	29185344000	9
2016.03.31	21:00:00	1.29919	1.30049	1.29618	1.30042	21930	25223244000	9
2016.04.01	00:00:00	1.30009	1.30028	1.29746	1.29897	8684	8166878000	9
2016.04.01	03:00:00	1.29894	1.30492	1.29681	1.30225	13943	13465990000	9
2016.04.01	06:00:00	1.30215	1.30420	1.30202	1.30282	14179	12121100000	9
2016.04.01	09:00:00	1.30281	1.30370	1.30104	1.30186	19645	25118493000	9
2016.04.01	12:00:00	1.30186	1.30552	1.30042	1.30410	19487	23637142000	9
2016.04.01	15:00:00	1.30410	1.31467	1.30173	1.30925	39958	46644665000	9
2016.04.01	18:00:00	1.30925	1.31011	1.30252	1.30323	25324	24371106000	9
2016.04.01	21:00:00	1.30322	1.30327	1.30055	1.30118	17695	18285704000	9
2016.04.04	00:00:00	1.30222	1.30419	1.30211	1.30374	4661	3592963000	9
2016.04.04	03:00:00	1.30374	1.30444	1.30238	1.30369	14028	7982950000	9
2016.04.04	06:00:00	1.30371	1.30529	1.30334	1.30497	7825	5812900000	9
2016.04.04	09:00:00	1.30497	1.30782	1.30468	1.30585	17871	20302915000	9
2016.04.04	12:00:00	1.30585	1.30822	1.30319	1.30362	16523	21093747000	9
2016.04.04	15:00:00	1.30361	1.30641	1.30022	1.30526	31771	32889124000	9
2016.04.04	18:00:00	1.30528	1.30616	1.30208	1.30460	28907	28307414000	9
2016.04.04	21:00:00	1.30460	1.30870	1.30460	1.30845	16246	18888565000	9
2016.04.05	00:00:00	1.30859	1.30879	1.30674	1.30764	7530	7857550000	9
2016.04.05	03:00:00	1.30764	1.31088	1.30727	1.31086	11049	9055540000	9
2016.04.05	06:00:00	1.31082	1.31103	1.30735	1.30935	11843	10614342000	9
2016.04.05	09:00:00	1.30934	1.31368	1.30932	1.31242	22258	27994742000	9
2016.04.05	12:00:00	1.31242	1.31866	1.31122	1.31674	21993	26345751000	9
2016.04.05	15:00:00	1.31675	1.32184	1.31632	1.31797	35766	41006215000	9
2016.04.05	18:00:00	1.31797	1.31884	1.31459	1.31721	27924	32973886000	9
2016.04.05	21:00:00	1.31720	1.31861	1.31333	1.31355	22336	26054607000	9
2016.04.06	00:00:00	1.31345	1.31454	1.31323	1.31411	5239	3859639000	0
2016.04.06	03:00:00	1.31411	1.31445	1.31237	1.31262	11227	7975400000	9
2016.04.06	06:00:00	1.31238	1.31356	1.31230	1.31331	9535	8033840000	9
2016.04.06	09:00:00	1.31332	1.31820	1.31293	1.31601	21868	22031509000	9
2016.04.06	12:00:00	1.31603	1.31861	1.31582	1.31660	22576	25233969000	9
2016.04.06	15:00:00	1.31660	1.31841	1.31265	1.31458	37614	42139239000	9
2016.04.06	18:00:00	1.31462	1.31471	1.30625	1.31003	30507	36488792000	9
2016.04.06	21:00:00	1.31000	1.31277	1.30831	1.30877	23470	20978045000	9
2016.04.07	00:00:00	1.30853	1.30990	1.30772	1.30814	5411	3423998000	0
2016.04.07	03:00:00	1.30812	1.30899	1.30659	1.30733	12748	9759000000	9
2016.04.07	06:00:00	1.30735	1.30909	1.30318	1.30411	13459	9888613000	9
2016.04.07	09:00:00	1.30410	1.30865	1.30182	1.30768	26576	26721047000	9
2016.04.07	12:00:00	1.30769	1.31269	1.30766	1.31193	27371	30680372000	9
2016.04.07	15:00:00	1.31192	1.31705	1.30948	1.31606	37062	44103956000	9
2016.04.07	18:00:00	1.31607	1.31803	1.31481	1.31637	24725	27018067000	9
2016.04.07	21:00:00	1.31637	1.31668	1.31256	1.31419	16716	18421752000	9
2016.04.08	00:00:00	1.31463	1.31560	1.31363	1.31427	4816	2780590000	0
2016.04.08	03:00:00	1.31427	1.31434	1.31035	1.31067	10993	6755500000	9
2016.04.08	06:00:00	1.31069	1.31093	1.30949	1.31018	15443	11652833000	9
2016.04.08	09:00:00	1.31016	1.31183	1.30707	1.30862	22748	22856548000	9
2016.04.08	12:00:00	1.30862	1.31057	1.30690	1.30690	19103	21222612000	9
2016.04.08	15:00:00	1.30690	1.30835	1.29672	1.29728	35735	38196251000	9
2016.04.08	18:00:00	1.29737	1.30101	1.29516	1.30035	26702	29466403000	9
2016.04.08	21:00:00	1.30035	1.30059	1.29689	1.29700	21895	26951580000	9
2016.04.11	00:00:00	1.29800	1.29977	1.29760	1.29787	5249	5296250000	0
2016.04.11	03:00:00	1.29789	1.30128	1.29744	1.29803	13932	8934598000	9
2016.04.11	06:00:00	1.29803	1.29918	1.29705	1.29813	17777	11524438000	9
2016.04.11	09:00:00	1.29814	1.30155	1.29773	1.29948	22045	22875095000	9
2016.04.11	12:00:00	1.29948	1.30059	1.29658	1.29918	18777	19656889000	9
2016.04.11	15:00:00	1.29918	1.29948	1.29004	1.29173	34018	31000869000	9
2016.04.11	18:00:00	1.29173	1.29209	1.28907	1.29170	27468	27979697000	9
2016.04.11	21:00:00	1.29170	1.29171	1.28849	1.28972	21344	23733999000	9
2016.04.12	00:00:00	1.28966	1.29121	1.28920	1.29093	6947	6388944000	0
2016.04.12	03:00:00	1.29090	1.29169	1.29003	1.29118	9955	7033150000	9
2016.04.12	06:00:00	1.29118	1.29120	1.28890	1.29076	11031	9284640000	9
2016.04.12	09:00:00	1.29076	1.29201	1.28548	1.28703	23308	22460314000	9
2016.04.12	12:00:00	1.28698	1.28756	1.28508	1.28658	18298	19081218000	9
2016.04.12	15:00:00	1.28658	1.29031	1.28439	1.28483	35257	37628212000	9
2016.04.12	18:00:00	1.28485	1.28554	1.27628	1.27680	33015	34810950000	9
2016.04.12	21:00:00	1.27675	1.27731	1.27495	1.27586	21487	25267163000	9
2016.04.13	00:00:00	1.27578	1.27768	1.27543	1.27678	7653	6144949000	0
2016.04.13	03:00:00	1.27678	1.27789	1.27504	1.27559	18562	13835748000	9
2016.04.13	06:00:00	1.27559	1.27956	1.27512	1.27947	13928	11937546000	9
2016.04.13	09:00:00	1.27943	1.28133	1.27724	1.27952	24236	25917177000	9
2016.04.13	12:00:00	1.27952	1.28172	1.27810	1.27975	20367	23055743000	9
2016.04.13	15:00:00	1.27976	1.28220	1.27442	1.27767	36225	37530079000	9
2016.04.13	18:00:00	1.27768	1.28277	1.27495	1.27995	31258	26529737000	9
2016.04.13	21:00:00	1.27995	1.28275	1.27988	1.28148	18814	17767772000	9
2016.04.14	00:00:00	1.28126	1.28187	1.28075	1.28180	4530	2822800000	0
2016.04.14	03:00:00	1.28180	1.28763	1.28147	1.28455	16630	13476133000	9
2016.04.14	06:00:00	1.28452	1.28645	1.28424	1.28641	9744	9854949000	9
2016.04.14	09:00:00	1.28641	1.28972	1.28409	1.28481	22032	23929382000	9
2016.04.14	12:00:00	1.28483	1.28545	1.28228	1.28319	19398	21373693000	9
2016.04.14	15:00:00	1.28318	1.28680	1.27817	1.28391	33096	34392497000	9
2016.04.14	18:00:00	1.28391	1.28529	1.28159	1.28333	23619	24255389000	9
2016.04.14	21:00:00	1.28334	1.28599	1.28231	1.28429	15037	19911295000	9
2016.04.15	00:00:00	1.28433	1.28493	1.28357	1.28414	5235	4020648000	0
2016.04.15	03:00:00	1.28414	1.28508	1.28050	1.28099	10864	6148544000	9
2016.04.15	06:00:00	1.28099	1.28188	1.28079	1.28133	8733	6664900000	9
2016.04.15	09:00:00	1.28133	1.28532	1.27966	1.28327	21479	26596195000	9
2016.04.15	12:00:00	1.28327	1.28651	1.28236	1.28563	18216	22697248000	9
2016.04.15	15:00:00	1.28555	1.29023	1.28551	1.28752	30390	31024611000	9
2016.04.15	18:00:00	1.28757	1.28793	1.28181	1.28461	22868	25413957000	9
2016.04.15	21:00:00	1.28461	1.28590	1.28125	1.28148	19049	25948719000	9
2016.04.18	00:00:00	1.29459	1.29847	1.29269	1.29772	12030	8967588000	0
2016.04.18	03:00:00	1.29773	1.29821	1.29438	1.29500	13890	11120467000	9
2016.04.18	06:00:00	1.29501	1.29570	1.29441	1.29561	8784	7666500000	9
2016.04.18	09:00:00	1.29561	1.29894	1.28909	1.29027	24437	23003405000	9
2016.04.18	12:00:00	1.29027	1.29195	1.28618	1.29189	22704	24358515000	9
2016.04.18	15:00:00	1.29189	1.29319	1.28391	1.28442	34606	32392012000	9
2016.04.18	18:00:00	1.28440	1.28499	1.27951	1.28116	24549	25105282000	9
2016.04.18	21:00:00	1.28116	1.28227	1.27781	1.27820	20521	23546838000	9
2016.04.19	00:00:00	1.27827	1.27963	1.27635	1.27719	7362	6381066000	0
2016.04.19	03:00:00	1.27718	1.27850	1.27596	1.27709	10307	10991250000	9
2016.04.19	06:00:00	1.27709	1.27790	1.27599	1.27602	12669	13491800000	9
2016.04.19	09:00:00	1.27602	1.27793	1.27401	1.27707	24126	28564702000	9
2016.04.19	12:00:00	1.27707	1.27734	1.27040	1.27082	21768	22787488000	9
2016.04.19	15:00:00	1.27081	1.27261	1.26475	1.26488	36683	35495803000	9
2016.04.19	18:00:00	1.26490	1.26783	1.26304	1.26446	28845	26722752000	9
2016.04.19	21:00:00	1.26446	1.26716	1.26360	1.26692	21746	24488752000	9
2016.04.20	00:00:00	1.26667	1.26975	1.26576	1.26964	7654	5797562000	0
2016.04.20	03:00:00	1.26964	1.27048	1.26866	1.26982	7540	8052013000	9
2016.04.20	06:00:00	1.26982	1.27295	1.26959	1.27232	10742	15252681000	9
2016.04.20	09:00:00	1.27245	1.27254	1.26768	1.26840	20376	21024515000	9
2016.04.20	12:00:00	1.26839	1.26858	1.26457	1.26653	19165	22219997000	9
2016.04.20	15:00:00	1.26653	1.27028	1.26553	1.26603	33685	30368701000	9
2016.04.20	18:00:00	1.26603	1.26674	1.25926	1.26285	32509	30017654000	9
2016.04.20	21:00:00	1.26285	1.26589	1.26086	1.26523	20973	23497478000	9
2016.04.21	00:00:00	1.26469	1.26572	1.26419	1.26461	3668	2461747000	0
2016.04.21	03:00:00	1.26461	1.26615	1.26440	1.26450	10502	10028500000	9
2016.04.21	06:00:00	1.26451	1.26492	1.26285	1.26311	8142	8166890000	9
2016.04.21	09:00:00	1.26312	1.26681	1.26275	1.26650	22396	22951955000	9
2016.04.21	12:00:00	1.26650	1.26785	1.26471	1.26616	19306	20849856000	9
2016.04.21	15:00:00	1.26616	1.27128	1.26282	1.27083	36259	32270307000	0
2016.04.21	18:00:00	1.27082	1.27360	1.26949	1.27315	24606	25525900000	9
2016.04.21	21:00:00	1.27315	1.27495	1.27176	1.27334	13367	14798629000	9
2016.04.22	00:00:00	1.27297	1.27336	1.27176	1.27243	5740	4519497000	0
2016.04.22	03:00:00	1.27244	1.27247	1.26857	1.27032	8990	8309584000	9
2016.04.22	06:00:00	1.27031	1.27194	1.26937	1.26970	10556	11152826000	9
2016.04.22	09:00:00	1.26969	1.27508	1.26903	1.27506	23441	28980855000	9
2016.04.22	12:00:00	1.27507	1.27578	1.27013	1.27247	20232	22409724000	9
2016.04.22	15:00:00	1.27255	1.27376	1.26217	1.26516	36355	31877125000	9
2016.04.22	18:00:00	1.26517	1.27185	1.26329	1.26827	29317	29550603000	9
2016.04.22	21:00:00	1.26825	1.26868	1.26548	1.26715	19397	18048914000	9
2016.04.25	00:00:00	1.26518	1.26713	1.26504	1.26695	3725	3082800000	0
2016.04.25	03:00:00	1.26695	1.26937	1.26691	1.26812	12236	10579890000	9
2016.04.25	06:00:00	1.26812	1.26935	1.26768	1.26839	8959	7738350000	9
2016.04.25	09:00:00	1.26841	1.27053	1.26640	1.26926	21295	20292104000	9
2016.04.25	12:00:00	1.26925	1.27170	1.26656	1.26708	16521	16956724000	9
2016.04.25	15:00:00	1.26709	1.26987	1.26565	1.26625	30038	30256811000	9
2016.04.25	18:00:00	1.26625	1.26890	1.26567	1.26777	22478	27666330000	9
2016.04.25	21:00:00	1.26778	1.26921	1.26702	1.26765	16144	17322389000	9
2016.04.26	00:00:00	1.26760	1.26849	1.26688	1.26766	8019	7718130000	0
2016.04.26	03:00:00	1.26765	1.26791	1.26604	1.26671	8599	7549200000	9
2016.04.26	06:00:00	1.26669	1.26813	1.26611	1.26785	7990	7001750000	9
2016.04.26	09:00:00	1.26783	1.26856	1.26337	1.26382	20566	21795519000	9
2016.04.26	12:00:00	1.26382	1.26620	1.26256	1.26588	18721	20557625000	9
2016.04.26	15:00:00	1.26588	1.26588	1.26140	1.26194	31593	31498557000	9
2016.04.26	18:00:00	1.26194	1.26366	1.26060	1.26160	23386	23512606000	9
2016.04.26	21:00:00	1.26160	1.26221	1.25946	1.26014	12951	12737151000	9
2016.04.27	00:00:00	1.26003	1.26109	1.25993	1.26104	4233	2441650000	0
2016.04.27	03:00:00	1.26108	1.26146	1.25963	1.26066	10040	10418340000	0
2016.04.27	06:00:00	1.26066	1.26214	1.26048	1.26207	7580	9752699000	9
2016.04.27	09:00:00	1.26206	1.26330	1.25743	1.25853	21117	20577632000	9
2016.04.27	12:00:00	1.25853	1.26012	1.25813	1.25881	20327	25084188000	9
2016.04.27	15:00:00	1.25882	1.26477	1.25709	1.26455	28716	30574220000	9
2016.04.27	18:00:00	1.26455	1.26565	1.26245	1.26249	20956	21515301000	9
2016.04.27	21:00:00	1.26249	1.26938	1.25957	1.25974	25211	23217994000	9
2016.04.28	00:00:00	1.25962	1.25995	1.25820	1.25820	7731	5979199000	9
2016.04.28	03:00:00	1.25819	1.26013	1.25819	1.25930	15361	14882330000	9
2016.04.28	06:00:00	1.25929	1.26025	1.25760	1.25856	15802	15599527000	9
2016.04.28	09:00:00	1.25858	1.25882	1.25280	1.25456	27222	27496712000	9
2016.04.28	12:00:00	1.25455	1.26059	1.25426	1.25942	21577	22981251000	9
2016.04.28	15:00:00	1.25941	1.25981	1.25340	1.25408	32474	30633100000	9
