Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2018-06-25,60,71.199997,60,64.800003,64.800003,62870,HUV
2018-07-02,64.099998,68.800003,60.299999,60.5,60.5,12350,HUV
2018-07-09,58.299999,61.700001,55.299999,55.400002,55.400002,21950,HUV
2018-07-16,55,56.099998,53.5,55.099998,55.099998,19870,HUV
2018-07-23,55.099998,56.700001,53.099998,55.299999,55.299999,24350,HUV
2018-07-30,55.599998,57.400002,52.700001,53.400002,53.400002,35800,HUV
2018-08-06,51.400002,53.599998,49,52.599998,52.599998,46260,HUV
2018-08-13,53.5,60,51.400002,51.900002,51.900002,37140,HUV
2018-08-20,51,53.5,50.099998,50.799999,50.799999,25650,HUV
2018-08-27,50,53.200001,50,51,51,15760,HUV
2018-09-03,51.599998,55.900002,51.5,54.299999,54.299999,18660,HUV
2018-09-10,54,54,48,48,48,34050,HUV
2018-09-17,48.700001,50,46.400002,47,47,17960,HUV
2018-09-24,47.5,48.200001,45.799999,46.900002,46.900002,34560,HUV
2018-10-01,45.700001,52.700001,45.5,50,50,72470,HUV
2018-10-08,53.5,67.699997,49.900002,59.799999,59.799999,117770,HUV
2018-10-15,62.099998,63,56.400002,60.5,60.5,57320,HUV
2018-10-22,60.799999,73,60,70.400002,70.400002,95070,HUV
2018-10-29,68.800003,73.900002,62,64.699997,64.699997,77550,HUV
2018-11-05,64.099998,65.099998,55.700001,58,58,53520,HUV
2018-11-12,59.400002,68.5,57,61.900002,61.900002,43290,HUV
2018-11-19,62.900002,71,61.599998,68.5,68.5,61220,HUV
2018-11-26,66.800003,66.800003,60.299999,60.599998,60.599998,38770,HUV
2018-12-03,57,73.300003,56.200001,71,71,64690,HUV
2018-12-10,71.400002,74.5,66.800003,71.400002,71.400002,66180,HUV
2018-12-17,71.699997,83.800003,71,83,83,75890,HUV
2018-12-24,83.300003,91.5,83,86.400002,86.400002,26520,HUV
2018-12-31,82.800003,86.199997,77.099998,77.300003,77.300003,20630,HUV
2019-01-07,76.900002,77.599998,69.199997,69.400002,69.400002,32710,HUV
2019-01-14,70.199997,71.300003,64.199997,65.400002,65.400002,37090,HUV
2019-01-21,67.300003,74.900002,64.599998,65.800003,65.800003,43660,HUV
2019-01-28,68.199997,70.199997,61.599998,61.799999,61.799999,58320,HUV
2019-02-04,61.599998,63.5,58.200001,60.299999,60.299999,39870,HUV
2019-02-11,59.900002,61,57.099998,57.599998,57.599998,33050,HUV
2019-02-18,57.5,58.599998,53.900002,53.900002,53.900002,39880,HUV
2019-02-25,53,57.5,52,53,53,32290,HUV
2019-03-04,52.200001,61.900002,51.799999,58.400002,58.400002,72800,HUV
2019-03-11,58,58,49.900002,50.599998,50.599998,60950,HUV
2019-03-18,51.599998,56.799999,49.5,56.5,56.5,109830,HUV
2019-03-25,57,58.299999,51.5,51.700001,51.700001,110070,HUV
2019-04-01,50.799999,51.5,49.400002,49.5,49.5,44630,HUV
2019-04-08,50,51.099998,46.200001,46.299999,46.299999,49960,HUV
2019-04-15,45.900002,47.5,44.700001,44.900002,44.900002,40700,HUV
2019-04-22,45.299999,47.299999,43.799999,44.700001,44.700001,33870,HUV
2019-04-29,44.5,48.700001,44.5,44.799999,44.799999,65290,HUV
2019-05-06,50.400002,58.700001,47,50,50,244320,HUV
2019-05-13,55.5,57.400002,49,50.299999,50.299999,185930,HUV
2019-05-20,49.099998,52,47.5,50.099998,50.099998,79810,HUV
2019-05-27,49.900002,54.099998,49.099998,53.900002,53.900002,119760,HUV
2019-06-03,53.900002,55.299999,48.700001,49.599998,49.599998,115620,HUV
2019-06-10,48.799999,50.5,48.200001,48.200001,48.200001,62310,HUV
2019-06-17,48.200001,48.200001,44.5,47.200001,47.200001,54730,HUV
2019-06-24,46.5,48,45.5,45.5,45.5,40790,HUV
2019-07-01,43.700001,43.700001,41.299999,41.700001,41.700001,54470,HUV
2019-07-08,42.700001,43.900002,40.099998,40.099998,40.099998,35390,HUV
2019-07-15,40.099998,41.799999,39.400002,41.200001,41.200001,43190,HUV
2019-07-22,41.700001,41.700001,37.700001,38.200001,38.200001,49510,HUV
2019-07-29,38.400002,46.900002,38,45.200001,45.200001,137480,HUV
2019-08-05,47.5,52.900002,45.5,47.5,47.5,153740,HUV
2019-08-12,47.900002,54.599998,47.099998,49.5,49.5,146840,HUV
2019-08-19,47.700001,51.900002,44.299999,51,51,91880,HUV
2019-08-26,47.799999,52.299999,46.5,47.5,47.5,84350,HUV
2019-09-02,48.799999,50.099998,43.5,43.700001,43.700001,68030,HUV
2019-09-09,43.099998,44.400002,40.299999,40.700001,40.700001,78120,HUV
2019-09-16,42,42,38.5,41.099998,41.099998,81800,HUV
2019-09-23,41.400002,44.200001,39.5,43.099998,43.099998,103560,HUV
2019-09-30,43.099998,47.700001,40.700001,42.5,42.5,118230,HUV
2019-10-07,42.900002,46.200001,40,40.599998,40.599998,105280,HUV
2019-10-14,39.5,39.5,37.099998,37.400002,37.400002,98770,HUV
2019-10-21,37,37.700001,35,35,35,77730,HUV
2019-10-28,34.5,36,33.299999,33.400002,33.400002,72170,HUV
2019-11-04,32.5,34.5,32.5,32.900002,32.900002,42960,HUV
2019-11-11,33.400002,33.700001,30.6,30.6,30.6,65430,HUV
2019-11-18,30.700001,32.400002,30.4,30.5,30.5,46130,HUV
2019-11-25,30.200001,30.200001,28,28.799999,28.799999,54010,HUV
2019-12-02,28.299999,33.700001,28.299999,29.5,29.5,85690,HUV
2019-12-09,29.9,31.700001,27.299999,27.4,27.4,87880,HUV
2019-12-16,26.799999,26.9,25.1,26.4,26.4,56660,HUV
2019-12-23,26.5,27.1,26.299999,26.799999,26.799999,26260,HUV
2019-12-30,27,28.700001,25.6,26.9,26.9,79420,HUV
2020-01-06,28,28,24.6,24.9,24.9,81580,HUV
2020-01-13,24.6,24.799999,23.200001,23.5,23.5,58650,HUV
2020-01-20,23.6,25.6,23.1,25.1,25.1,88540,HUV
2020-01-27,27,29.4,25.5,28.6,28.6,582970,HUV
2020-02-03,27.799999,28.200001,24.700001,25.299999,25.299999,165790,HUV
2020-02-10,25.5,25.5,23.6,23.799999,23.799999,88740,HUV
2020-02-17,24.27,26.950001,23.74,26.280001,26.280001,561200,HUV
2020-02-24,28.940001,44.139999,28.870001,40.599998,40.599998,2647700,HUV
2020-03-02,39.450001,57.669998,37.25,52.75,52.75,2719500,HUV
2020-03-09,78,87.540001,51.689999,80,80,987600,HUV
2020-03-16,95.050003,149.809998,91.010002,107.800003,107.800003,1121100,HUV
2020-03-23,107,107,56.009998,89.620003,89.620003,513400,HUV
2020-03-30,89.690002,92,79.779999,80.779999,80.779999,600700,HUV
2020-04-06,75.099998,77.839996,72.790001,74.07,74.07,612800,HUV
2020-04-13,73.620003,75.580002,65.989998,69.589996,69.589996,519100,HUV
2020-04-20,73.419998,86.07,71.580002,74.620003,74.620003,1322500,HUV
2020-04-27,72.059998,75.169998,64.099998,73.209999,73.209999,785200,HUV
2020-05-04,75.980003,76.82,62.610001,62.639999,62.639999,577300,HUV
2020-05-11,64.32,76.699997,56.25,65.699997,65.699997,1835500,HUV
2020-05-18,61.689999,64.489998,59.799999,61.439999,61.439999,482300,HUV
2020-05-25,61,63.330002,58.57,59.610001,59.610001,627200,HUV
2020-06-01,61.040001,61.240002,51.259998,52.25,52.25,338400,HUV
2020-06-08,52.130001,81,52.060001,69.610001,69.610001,1094100,HUV
2020-06-15,76.25,82.18,63.049999,66.519997,66.519997,488100,HUV
2020-06-22,66.860001,69.379997,60.279999,67.550003,67.550003,353700,HUV
2020-06-29,66.5,68.279999,56,60.5,60.5,160400,HUV
2020-07-06,55.849998,62.259998,55.849998,58.049999,58.049999,315400,HUV
2020-07-13,57.389999,64.5,55.169998,55.169998,55.169998,273700,HUV
2020-07-20,54.720001,56.639999,50.799999,54.459999,54.459999,308500,HUV
2020-07-27,53.779999,56.380001,50.959999,51.5,51.5,318900,HUV
2020-08-03,51.099998,51.099998,47.450001,48,48,240300,HUV
2020-08-10,47.169998,48.93,45,46,46,268200,HUV
2020-08-17,45.16,46.66,43.369999,44.41,44.41,332800,HUV
2020-08-24,43.259998,49.98,42.720001,46.169998,46.169998,501500,HUV
2020-08-31,47.200001,61.5,46.5,52.450001,52.450001,1158500,HUV
2020-09-07,57.459999,57.459999,46.080002,46.080002,46.080002,511300,HUV
2020-09-14,45.529999,46.599998,42.810001,44.029999,44.029999,451700,HUV
2020-09-21,45.98,48.77,45.189999,46.130001,46.130001,460100,HUV
2020-09-28,45.459999,47.619999,43.93,46.5,46.5,281200,HUV
2020-10-05,46.130001,46.580002,40.279999,40.299999,40.299999,281600,HUV
2020-10-12,40.130001,41.740002,39.040001,40.18,40.18,199400,HUV
2020-10-19,40.009998,42.27,39.75,40.029999,40.029999,264600,HUV
2020-10-26,41.099998,50.25,40.799999,48.040001,48.040001,690300,HUV
2020-11-02,46.900002,47.459999,37.189999,37.299999,37.299999,381700,HUV
2020-11-09,33.650002,37.560001,33.110001,34.380001,34.380001,394500,HUV
2020-11-16,33.669998,34.900002,32.48,33.619999,33.619999,275900,HUV
2020-11-23,33.25,33.900002,30.99,31.75,31.75,149800,HUV
2020-11-30,31.75,32.779999,30.65,30.969999,30.969999,178000,HUV
2020-12-07,31.290001,33.43,29.5,32.650002,32.650002,208400,HUV
2020-12-14,31.51,33.360001,30.1,30.98,30.98,186400,HUV
2020-12-21,34.689999,35.25,30.6,30.620001,30.620001,212200,HUV
2020-12-28,30,32.080002,29.870001,30.33,30.33,162800,HUV
2021-01-04,30.33,34.02,29.48,29.629999,29.629999,413500,HUV
2021-01-11,30.790001,31.74,29.34,31.02,31.02,402700,HUV
2021-01-18,31.1,31.1,29.35,29.700001,29.700001,903500,HUV
2021-01-25,29.889999,39.560001,29.879999,38.099998,38.099998,939800,HUV
2021-02-01,37.009998,38.59,29.860001,29.93,29.93,463900,HUV
2021-02-08,29.799999,31.139999,28.57,28.620001,28.620001,532900,HUV
2021-02-15,28.73,29.799999,27.15,27.389999,27.389999,507400,HUV
2021-02-22,28.43,31.42,26.299999,29.02,29.02,1414600,HUV
2021-03-01,27.33,30.860001,26.66,27.530001,27.530001,1314600,HUV
2021-03-08,27.459999,28.18,25.41,25.41,25.41,647500,HUV
2021-03-15,25.360001,25.459999,22.9,23.24,23.24,687100,HUV
2021-03-22,23.01,24.24,21.15,21.379999,21.379999,941700,HUV
2021-03-29,21.360001,22.52,19.969999,20.120001,20.120001,1113500,HUV
2021-04-05,19.85,19.85,18.49,18.719999,18.719999,841100,HUV
2021-04-12,18.77,19.26,17.73,17.879999,17.879999,1491100,HUV
2021-04-19,18.030001,19.58,17.809999,18.309999,18.309999,2495900,HUV
2021-04-26,18.08,18.459999,17.360001,18.34,18.34,450500,HUV
2021-05-03,17.83,19.33,16.700001,16.700001,16.700001,866600,HUV
2021-05-10,16.73,22.75,16.440001,17.6,17.6,1997000,HUV
2021-05-17,17.959999,21.120001,17.52,18.030001,18.030001,1668200,HUV
2021-05-24,16.879999,17.5,15.39,15.82,15.82,962500,HUV
2021-05-31,15.84,16.5,15.18,15.26,15.26,843600,HUV
2021-06-07,15.24,15.48,13.97,14.04,14.04,936900,HUV
2021-06-14,14.02,15.91,14,15.85,15.85,2501400,HUV
2021-06-21,15.38,15.73,13.34,13.34,13.34,1054600,HUV
2021-06-28,13.03,13.77,12.82,13.19,13.19,561300,HUV
2021-07-05,13.29,14.82,12.95,13.46,13.46,1453600,HUV
2021-07-12,13.49,13.99,13.05,13.98,13.98,1504700,HUV
2021-07-19,14.9,16.950001,13.64,13.88,13.88,1573200,HUV
2021-07-26,14.08,14.85,13.44,13.9,13.9,1358700,HUV
2021-08-02,14.02,14.56,12.97,12.97,12.97,791100,HUV
2021-08-09,12.98,13.09,11.82,12.03,12.03,671800,HUV
2021-08-16,12.36,14.16,12.08,12.72,12.72,2135800,HUV
2021-08-23,12.25,12.66,11.79,11.88,11.88,1571400,HUV
2021-08-30,11.75,11.92,11.26,11.5,11.5,939300,HUV
2021-09-06,11.55,12.47,11.45,12.47,12.47,2026100,HUV
2021-09-13,12,12.55,11.44,12.3,12.3,3436400,HUV
2021-09-20,13.34,14.88,11.3,11.3,11.3,4204100,HUV
2021-09-27,11.4,13.17,11.21,12.38,12.38,3777800,HUV
2021-10-04,12.39,13.1,11.34,11.41,11.41,2382700,HUV
2021-10-11,11.36,11.57,10.23,10.51,10.51,1380100,HUV
2021-10-18,10.67,10.68,9.7,9.98,9.98,1290900,HUV
2021-10-25,9.95,10.14,9.57,9.85,9.85,1243500,HUV
2021-11-01,9.77,10.07,8.97,9.59,9.59,1445300,HUV
2021-11-08,9.45,10.17,9.36,9.37,9.37,2416400,HUV
2021-11-15,9.27,9.75,9.15,9.65,9.65,1442800,HUV
2021-11-22,9.42,12.11,9.4,11.83,11.83,2108200,HUV
2021-11-29,10.21,13.9,9.98,13.01,13.01,3682400,HUV
2021-12-06,12.44,12.86,9.6,9.6,9.6,2861700,HUV
2021-12-13,9.69,10.63,9.23,10.15,10.15,6063700,HUV
2021-12-20,11.06,11.49,9.25,9.46,9.46,2263300,HUV
2021-12-27,8.97,9.23,8.49,8.58,8.58,1067100,HUV
2022-01-03,8.27,9.19,8.14,8.7,8.7,2125300,HUV
2022-01-10,9.01,9.52,8.02,8.52,8.52,4918000,HUV
2022-01-17,8.62,10.74,8.35,10.71,10.71,5756200,HUV
2022-01-24,11.62,12.89,10.1,10.64,10.64,8717500,HUV
2022-01-31,10.73,10.81,8.96,9.72,9.72,3114500,HUV
2022-02-07,9.57,11.05,8.67,10.75,10.75,4114200,HUV
2022-02-14,10.8,11.48,9.49,10.89,10.89,3674600,HUV
2022-02-21,11.49,12.84,10.49,10.64,10.64,2796400,HUV
2022-02-28,11.32,12.66,10.93,12.14,12.14,2960500,HUV
2022-03-07,12.2,13.61,11.61,12.26,12.26,2436700,HUV
2022-03-14,12.11,13.1,10.23,10.25,10.25,3686200,HUV
2022-03-21,10.23,10.57,9.47,9.48,9.48,1239800,HUV
2022-03-28,9.68,9.96,8.83,9.12,9.12,1414000,HUV
2022-04-04,9.06,10.1,8.66,9.3,9.3,2547800,HUV
2022-04-11,9.53,9.97,8.96,9.48,9.48,1913500,HUV
2022-04-18,9.57,10.54,8.48,10.47,10.47,3346500,HUV
2022-04-25,10.57,11.86,10.18,11.81,11.81,4659200,HUV
2022-05-02,11.87,12.52,9.86,11.53,11.53,2868100,HUV
2022-05-09,12.17,12.6,11.02,11.03,11.03,2875000,HUV
2022-05-16,10.96,12.08,10.16,11.07,11.07,2010800,HUV
2022-05-23,11.14,11.49,10.21,10.21,10.21,876000,HUV
2022-05-30,10.19,10.66,9.61,9.89,9.89,1495500,HUV
2022-06-06,9.7,10.77,9.44,10.55,10.55,2063800,HUV
2022-06-13,11.5,12.13,10.6,11.31,11.31,2418800,HUV
2022-06-20,11.1,11.38,10.29,10.46,10.46,1062500,HUV
2022-06-27,10.35,10.95,9.92,10.5,10.5,776400,HUV
2022-07-04,10.4,10.92,9.71,9.78,9.78,1411200,HUV
2022-07-11,9.95,10.48,9.5,9.51,9.51,1635900,HUV
2022-07-18,9.44,9.85,9.1,9.12,9.12,1459500,HUV
2022-07-25,9.13,9.39,8.36,8.43,8.43,1308500,HUV
2022-08-01,8.8,8.97,8.18,8.2,8.2,933800,HUV
2022-08-08,8.19,8.39,7.61,7.8,7.8,1357600,HUV
2022-08-15,7.9,8.07,7.54,7.93,7.93,1536700,HUV
2017-08-21,243.570007,245.619995,243.550003,244.559998,224.231689,228531500,SPY
2017-08-28,245.169998,248.330002,242.929993,247.839996,227.239044,319543000,SPY
2017-09-04,247.259995,247.520004,244.949997,246.580002,226.083801,271183200,SPY
2017-09-11,248.039993,250.320007,248.020004,249.190002,228.476822,378367500,SPY
2017-09-18,249.610001,250.190002,248.919998,249.440002,229.841095,252342800,SPY
2017-09-25,249.149994,251.320007,248.080002,251.229996,231.490433,322504600,SPY
2017-10-02,251.490005,254.699997,251.289993,254.369995,234.383682,325955600,SPY
2017-10-09,254.630005,255.270004,253.649994,254.949997,234.918106,228400300,SPY
2017-10-16,255.210007,257.140015,254.350006,257.109985,236.908371,261751200,SPY
2017-10-23,257.480011,257.890015,254,257.709991,237.461273,389927000,SPY
2017-10-30,256.470001,258.5,256.190002,258.450012,238.143143,284832400,SPY
2017-11-06,258.299988,259.350006,256.359985,258.089996,237.811386,312694600,SPY
2017-11-13,257.309998,259.040009,255.630005,257.859985,237.599472,335889100,SPY
2017-11-20,258.140015,260.480011,257.859985,260.359985,239.903046,190142200,SPY
2017-11-27,260.410004,266.049988,260,264.459991,243.680893,521044000,SPY
2017-12-04,266.309998,266.799988,262.709991,265.51001,244.648438,401716200,SPY
2017-12-11,266.309998,267.559998,265.390015,266.51001,245.569824,516455700,SPY
2017-12-18,268.100006,268.600006,266.690002,267.51001,247.751236,388541200,SPY
2017-12-25,267.049988,268.549988,266.640015,266.859985,247.149185,244118900,SPY
2018-01-01,267.839996,273.559998,267.399994,273.420013,253.224625,340886500,SPY
2018-01-08,273.309998,278.109985,272.920013,277.920013,257.392273,337325100,SPY
2018-01-15,279.350006,280.410004,276.179993,280.410004,259.698395,461462000,SPY
2018-01-22,280.170013,286.630005,280.109985,286.579987,265.412659,515553600,SPY
2018-01-29,285.929993,286.429993,275.410004,275.450012,255.104706,593556800,SPY
2018-02-05,273.450012,275.850006,252.919998,261.5,242.185074,1347099500,SPY
2018-02-12,263.829987,275.320007,261.660004,273.109985,252.937607,617315700,SPY
2018-02-19,272.029999,274.720001,269.640015,274.709991,254.419388,388531100,SPY
2018-02-26,275.929993,278.920013,264.820007,269.079987,249.205231,623436700,SPY
2018-03-05,267.730011,278.869995,267.609985,278.869995,258.272064,444110600,SPY
2018-03-12,279.200012,280.410004,274.140015,274.200012,253.947098,453565500,SPY
2018-03-19,273.350006,274.399994,257.829987,258.049988,239.947083,579996000,SPY
2018-03-26,262.130005,266.769989,258.579987,263.149994,244.689301,529951400,SPY
2018-04-02,262.549988,266.640015,254.669998,259.720001,241.499954,692132300,SPY
2018-04-09,261.369995,267.540009,259.940002,265.149994,246.548965,454081800,SPY
2018-04-16,267,271.299988,265.609985,266.609985,247.906555,363000200,SPY
2018-04-23,267.26001,267.980011,260.850006,266.559998,247.860077,407069900,SPY
2018-04-30,267.26001,267.890015,259.049988,266.019989,247.357925,470288200,SPY
2018-05-07,266.890015,273.149994,265.149994,272.850006,253.708817,314405600,SPY
2018-05-14,273.339996,274.079987,270.029999,271.329987,252.295486,316673700,SPY
2018-05-21,273.01001,274.25,270.779999,272.149994,253.057907,308105100,SPY
2018-05-28,270.309998,273.940002,267.76001,273.600006,254.406235,350365300,SPY
2018-06-04,274.529999,278.279999,274.179993,278.190002,258.674194,304361500,SPY
2018-06-11,278.440002,279.480011,275.350006,277.130005,257.688538,407431300,SPY
2018-06-18,275.48999,276.720001,273.529999,274.73999,256.613373,330194500,SPY
2018-06-25,273.440002,273.869995,268.48999,271.279999,253.381668,485755300,SPY
2018-07-02,269.51001,275.839996,269.23999,275.420013,257.248535,229161500,SPY
2018-07-09,276.549988,279.929993,276.5,279.589996,261.143341,287912600,SPY
2018-07-16,279.640015,281.179993,278.410004,279.679993,261.227509,288859800,SPY
2018-07-23,279.450012,284.369995,279.059998,281.420013,262.852753,328645600,SPY
2018-07-30,281.51001,283.660004,279.160004,283.600006,264.888855,303528100,SPY
2018-08-06,283.640015,286.01001,282.359985,283.160004,264.477905,237505100,SPY
2018-08-13,283.470001,285.559998,280.160004,285.059998,266.252502,348086700,SPY
2018-08-20,285.570007,287.670013,285.059998,287.51001,268.540924,258765100,SPY
2018-08-27,288.859985,291.73999,288.679993,290.309998,271.156067,292871700,SPY
2018-09-03,289.839996,290.209991,286.709991,287.600006,268.624969,269481500,SPY
2018-09-10,288.73999,291.269989,286.980011,290.880005,271.688507,266666300,SPY
2018-09-17,290.820007,293.940002,289.029999,291.98999,272.72525,385095300,SPY
2018-09-24,291.339996,292.23999,289.410004,290.720001,272.76825,306860200,SPY
2018-10-01,292.109985,293.209991,286.220001,287.820007,270.047363,391529300,SPY
2018-10-08,287.049988,288.859985,270.359985,275.950012,258.910309,834839200,SPY
2018-10-15,275.549988,281.149994,274.299988,276.25,259.191803,605604600,SPY
2018-10-22,277,277.359985,262.290009,265.329987,248.946091,746211300,SPY
2018-10-29,268.799988,275.230011,259.850006,271.890015,255.101028,668290500,SPY
2018-11-05,272.440002,281.220001,271.350006,277.76001,260.608551,392858000,SPY
2018-11-12,277.190002,277.459991,267.01001,273.730011,256.827484,584955500,SPY
2018-11-19,273.049988,273.380005,263.070007,263.25,246.994568,357454600,SPY
2018-11-26,265.779999,276.279999,265.339996,275.649994,258.628876,463664000,SPY
2018-12-03,280.279999,280.399994,262.440002,263.570007,247.294739,646366600,SPY
2018-12-10,263.369995,269,258.619995,260.470001,244.386169,584550800,SPY
2018-12-17,259.399994,260.649994,239.979996,240.699997,225.836975,1022399200,SPY
2018-12-24,239.039993,251.399994,233.759995,247.75,233.809067,705164500,SPY
2018-12-31,249.559998,253.110001,243.669998,252.389999,238.187988,557994100,SPY
2019-01-07,252.690002,259.160004,251.690002,258.980011,244.40715,471340300,SPY
2019-01-14,256.859985,266.980011,256.410004,266.459991,251.466232,457771900,SPY
2019-01-21,264.820007,266.700012,260.660004,265.779999,250.824524,357649000,SPY
2019-01-28,263.390015,271.200012,261.790009,270.059998,254.863693,434018300,SPY
2019-02-04,270.109985,273.440002,267.829987,270.470001,255.250595,369916300,SPY
2019-02-11,271.200012,277.410004,270.029999,277.369995,261.76236,385891900,SPY
2019-02-18,276.480011,279.359985,276.350006,279.140015,263.43277,278060900,SPY
2019-02-25,280.730011,281.309998,277.480011,280.420013,264.640778,330945200,SPY
2019-03-04,281.600006,281.869995,272.420013,274.459991,259.016083,421329900,SPY
2019-03-11,275.26001,282.380005,275.230011,281.309998,265.480652,374233000,SPY
2019-03-18,281.549988,285.179993,279.179993,279.25,264.697388,439286800,SPY
2019-03-25,278.869995,282.839996,277.640015,282.480011,267.759064,364351100,SPY
2019-04-01,284.700012,288.630005,284.399994,288.570007,273.531677,293550700,SPY
2019-04-08,288.100006,290.470001,286.700012,290.160004,275.038818,297131000,SPY
2019-04-15,290.23999,291.429993,288.660004,290.019989,274.906097,228726700,SPY
2019-04-22,289.170013,293.48999,289.070007,293.410004,278.119446,251486900,SPY
2019-04-29,293.51001,294.950012,289.519989,294.029999,278.707153,331555200,SPY
2019-05-06,289.25,293.309998,282.299988,288.100006,273.086212,559396700,SPY
2019-05-13,282.420013,289.209991,279.929993,285.839996,270.943909,455352700,SPY
2019-05-20,284.059998,286.929993,280.570007,282.779999,268.043427,313209100,SPY
2019-05-27,283.089996,284.149994,275.23999,275.269989,260.924774,324388900,SPY
2019-06-03,275.309998,288.850006,273.089996,287.649994,272.659607,388532200,SPY
2019-06-10,289.369995,291.399994,287.820007,289.26001,274.185669,267806600,SPY
2019-06-17,289.519989,296.309998,289.179993,294,278.678711,403194400,SPY
2019-06-24,294.230011,294.579987,290.350006,293,279.081635,280902400,SPY
2019-07-01,296.679993,298.820007,294.329987,298.459991,284.282227,232786300,SPY
2019-07-08,297.01001,300.730011,295.480011,300.649994,286.368164,236543700,SPY
2019-07-15,301.130005,301.130005,296.700012,297.170013,283.053558,216657600,SPY
2019-07-22,297.609985,302.230011,297.040009,302.01001,287.663635,235894000,SPY
2019-07-29,301.880005,302.01001,290.899994,292.619995,278.719666,447617000,SPY
2019-08-05,288.089996,293.619995,281.720001,291.619995,277.767151,621473300,SPY
2019-08-12,289.959991,294.149994,282.390015,288.850006,275.128723,478024400,SPY
2019-08-19,292.190002,293.929993,283.470001,284.850006,271.318726,355520800,SPY
2019-08-26,287.269989,294.23999,285.25,292.450012,278.55777,319590000,SPY
2019-09-02,290.570007,298.829987,289.269989,298.049988,283.891663,248831100,SPY
2019-09-09,299.140015,302.459991,295.970001,301.089996,286.787354,313042000,SPY
2019-09-16,299.839996,302.630005,297.410004,298.279999,284.110809,339168000,SPY
2019-09-23,297.549988,299.839996,293.690002,295.399994,282.666931,351126500,SPY
2019-09-30,295.970001,298.459991,284.820007,294.350006,281.662201,412814300,SPY
2019-10-07,293.470001,298.73999,288.48999,296.279999,283.509033,371694700,SPY
2019-10-14,295.929993,300.23999,295.570007,297.970001,285.12619,246118100,SPY
2019-10-21,299.420013,302.200012,298.5,301.600006,288.599701,202654000,SPY
2019-10-28,302.940002,306.190002,301.730011,306.140015,292.944,276271100,SPY
2019-11-04,307.850006,309.649994,306.059998,308.940002,295.623291,253331600,SPY
2019-11-11,307.420013,311.839996,307.269989,311.790009,298.350525,249443100,SPY
2019-11-18,311.529999,312.690002,309.059998,310.959991,297.556213,295953800,SPY
2019-11-25,311.980011,315.480011,311.980011,314.309998,300.761841,167253500,SPY
2019-12-02,314.589996,315.309998,307.130005,314.869995,301.297729,288425500,SPY
2019-12-09,314.440002,318.670013,312.809998,317.320007,303.642151,318810900,SPY
2019-12-16,319.220001,321.970001,317.25,320.730011,306.905151,424433000,SPY
2019-12-23,321.589996,323.799988,320.899994,322.859985,310.462189,146700000,SPY
2019-12-30,322.950012,324.890015,320.149994,322.410004,310.029541,243667300,SPY
2020-01-06,320.48999,327.459991,320.359985,325.709991,313.20282,265948900,SPY
2020-01-13,326.390015,332.179993,325.920013,331.950012,319.203186,331872500,SPY
2020-01-20,330.899994,332.950012,327.359985,328.769989,316.145264,266198700,SPY
2020-01-27,323.029999,328.630005,320.730011,321.730011,309.375671,391122800,SPY
2020-02-03,323.350006,334.190002,323.220001,332.200012,319.443573,312106400,SPY
2020-02-10,331.230011,338.119995,331.190002,337.600006,324.636261,260011300,SPY
2020-02-17,336.51001,339.079987,332.579987,333.480011,320.674408,293992500,SPY
2020-02-24,323.140015,333.559998,285.540009,296.26001,284.883698,1244104700,SPY
2020-03-02,298.209991,313.839996,290.230011,297.459991,286.037598,1130490100,SPY
2020-03-09,275.299988,288.519989,247.679993,269.320007,258.978149,1562964500,SPY
2020-03-16,241.179993,256.899994,228.020004,228.800003,220.01413,1523388400,SPY
2020-03-23,228.190002,262.799988,218.259995,253.419998,245.121658,1342924000,SPY
2020-03-30,255.699997,263.329987,243.899994,248.190002,240.062927,869026800,SPY
2020-04-06,257.839996,281.200012,248.169998,278.200012,269.090302,733262100,SPY
2020-04-13,277.140015,287.299988,271.410004,286.640015,277.253876,649240600,SPY
2020-04-20,282.609985,286.790009,272.019989,282.970001,273.704041,509219500,SPY
2020-04-27,285.119995,294.880005,281.519989,282.790009,273.529968,549993900,SPY
2020-05-04,280.73999,292.950012,279.130005,292.440002,282.863922,385778500,SPY
2020-05-11,290.339996,294.23999,272.98999,286.279999,276.90564,553230300,SPY
2020-05-18,293.049988,297.869995,291.950012,295.440002,285.765778,443006900,SPY
2020-05-25,301.929993,306.839996,295.459991,304.320007,294.354919,403264800,SPY
2020-06-01,303.619995,321.269989,303.059998,319.339996,308.883118,448912200,SPY
2020-06-08,320.220001,323.410004,298.600006,304.209991,294.248505,650043700,SPY
2020-06-15,298.019989,315.640015,296.73999,308.640015,298.533539,573187400,SPY
2020-06-22,307.98999,314.5,299.420013,300.049988,291.501923,493363100,SPY
2020-06-29,301.410004,315.700012,298.929993,312.230011,303.33493,334908800,SPY
2020-07-06,316.369995,317.880005,310.679993,317.589996,308.542206,340167000,SPY
2020-07-13,320.130005,323.040009,312,321.720001,312.554596,401248400,SPY
2020-07-20,321.429993,327.230011,319.25,320.880005,311.738495,320898500,SPY
2020-07-27,321.630005,326.630005,319.640015,326.519989,317.217773,301090700,SPY
2020-08-03,328.320007,334.880005,327.730011,334.570007,325.038513,238681200,SPY
2020-08-10,335.059998,338.279999,332.01001,336.839996,327.243744,256734100,SPY
